epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,11501.9,0.34052,0.30108,0.88138,0.98116,0.95569,0.94651,0.90029,0.30739,0.28223,0.80235,0.000465731,0.000465731,0.000465731
178,11561.6,0.35004,0.30393,0.90374,0.98085,0.95569,0.95182,0.90431,0.31288,0.27233,0.80397,0.000462065,0.000462065,0.000462065
179,11627.8,0.35254,0.31245,0.89513,0.98024,0.95569,0.95191,0.90628,0.30177,0.26618,0.80327,0.000458399,0.000458399,0.000458399
180,11688.2,0.3415,0.3032,0.8947,0.97944,0.95569,0.95351,0.90419,0.3024,0.26503,0.80593,0.000454732,0.000454732,0.000454732
181,11748.8,0.35481,0.31281,0.89189,0.97526,0.95569,0.95235,0.90308,0.30157,0.29449,0.80605,0.000451066,0.000451066,0.000451066
182,11794.3,0.33268,0.30463,0.8919,0.97494,0.95569,0.95358,0.91123,0.29474,0.30193,0.80002,0.0004474,0.0004474,0.0004474
183,11855.1,0.34101,0.29383,0.88926,0.97759,0.95569,0.9537,0.91313,0.29422,0.31439,0.79959,0.000443733,0.000443733,0.000443733
184,11924.7,0.35857,0.31309,0.89009,0.97985,0.95569,0.95239,0.90477,0.30169,0.29554,0.80593,0.000440067,0.000440067,0.000440067
185,11985.8,0.35743,0.30884,0.89299,0.98127,0.95569,0.95408,0.90435,0.31276,0.30079,0.81342,0.000436401,0.000436401,0.000436401
186,12055.1,0.33084,0.29675,0.88433,0.98186,0.95569,0.95234,0.90365,0.30462,0.28588,0.80971,0.000432734,0.000432734,0.000432734
187,12115.6,0.32919,0.29918,0.87892,0.982,0.95569,0.95262,0.90217,0.31159,0.279,0.81259,0.000429068,0.000429068,0.000429068
188,12183.6,0.33489,0.29871,0.87668,0.97972,0.95612,0.95359,0.9032,0.30705,0.28434,0.80394,0.000425402,0.000425402,0.000425402
189,12243.7,0.32992,0.29778,0.88808,0.97638,0.95569,0.95191,0.90634,0.3074,0.26867,0.80711,0.000421736,0.000421736,0.000421736
190,12306.5,0.32774,0.2905,0.87437,0.97608,0.95569,0.94998,0.90603,0.31316,0.27403,0.80521,0.000418069,0.000418069,0.000418069
191,12371.6,0.33867,0.29763,0.89069,0.97952,0.95569,0.95179,0.90795,0.29873,0.24718,0.80359,0.000414403,0.000414403,0.000414403
192,12446.7,0.32424,0.28996,0.8798,0.98108,0.95569,0.95355,0.91041,0.30182,0.25152,0.80196,0.000410737,0.000410737,0.000410737
193,12507.7,0.32577,0.28187,0.87671,0.98206,0.95569,0.95009,0.91033,0.31565,0.26314,0.81079,0.00040707,0.00040707,0.00040707
194,12574.1,0.33705,0.29699,0.89187,0.98164,0.95569,0.95075,0.91314,0.32102,0.26633,0.81066,0.000403404,0.000403404,0.000403404
195,12634.7,0.32771,0.29208,0.88524,0.98166,0.95569,0.95335,0.91225,0.30829,0.26428,0.8059,0.000399738,0.000399738,0.000399738
196,12702.5,0.32639,0.29476,0.89474,0.97957,0.95608,0.95666,0.9158,0.30695,0.2624,0.80895,0.000396071,0.000396071,0.000396071
197,12761,0.33161,0.30036,0.88527,0.976,0.95569,0.9559,0.91358,0.31919,0.27068,0.81029,0.000392405,0.000392405,0.000392405
198,12822.1,0.3257,0.29978,0.8739,0.97677,0.95569,0.95562,0.9164,0.29456,0.26176,0.80026,0.000388739,0.000388739,0.000388739
199,12888.7,0.3268,0.29158,0.87896,0.97978,0.95569,0.9536,0.91366,0.28825,0.25635,0.78975,0.000385073,0.000385073,0.000385073
200,12954.5,0.32523,0.2824,0.87906,0.97958,0.95488,0.95218,0.91404,0.28917,0.25432,0.7931,0.000381406,0.000381406,0.000381406
201,13015.8,0.32299,0.28735,0.8819,0.97463,0.9514,0.95008,0.9141,0.31198,0.25355,0.79839,0.00037774,0.00037774,0.00037774
202,13076,0.32005,0.28005,0.87453,0.97316,0.95569,0.95215,0.91405,0.29207,0.24869,0.79502,0.000374074,0.000374074,0.000374074
203,13142.6,0.3189,0.28332,0.87779,0.97681,0.95569,0.95375,0.9146,0.28685,0.24856,0.79276,0.000370407,0.000370407,0.000370407
204,13204.2,0.32563,0.27791,0.8871,0.9783,0.95569,0.95379,0.91175,0.3028,0.2601,0.79975,0.000366741,0.000366741,0.000366741
205,13270.3,0.31429,0.28664,0.87619,0.97885,0.95569,0.95086,0.91454,0.30693,0.259,0.80344,0.000363075,0.000363075,0.000363075
206,13334.6,0.31228,0.27601,0.88267,0.97987,0.95569,0.95144,0.91227,0.31488,0.26739,0.80619,0.000359409,0.000359409,0.000359409
207,13405.8,0.32221,0.28171,0.87708,0.98013,0.95569,0.95091,0.90741,0.30882,0.26168,0.80244,0.000355742,0.000355742,0.000355742
208,13469.9,0.34091,0.30885,0.89566,0.98,0.95569,0.95058,0.90706,0.28725,0.2567,0.80018,0.000352076,0.000352076,0.000352076
209,13534,0.32042,0.28804,0.87982,0.97925,0.95569,0.94916,0.91216,0.29522,0.25228,0.80098,0.00034841,0.00034841,0.00034841
210,13598.9,0.30905,0.27323,0.86872,0.97675,0.95569,0.94848,0.91343,0.28805,0.24551,0.80009,0.000344743,0.000344743,0.000344743
211,13671.9,0.30419,0.26299,0.86955,0.97788,0.95569,0.94747,0.90843,0.29215,0.24406,0.79898,0.000341077,0.000341077,0.000341077
212,13732.6,0.31144,0.26826,0.87699,0.9794,0.95569,0.95389,0.91296,0.28755,0.23248,0.80269,0.000337411,0.000337411,0.000337411
213,13800.1,0.32504,0.29184,0.88488,0.97853,0.95569,0.955,0.91489,0.28577,0.2287,0.79982,0.000333744,0.000333744,0.000333744
214,13860.3,0.3313,0.29137,0.89221,0.9786,0.95628,0.9551,0.91756,0.28895,0.24088,0.79709,0.000330078,0.000330078,0.000330078
215,13919.9,0.3331,0.28982,0.8971,0.97778,0.9562,0.9558,0.91409,0.28079,0.23288,0.79406,0.000326412,0.000326412,0.000326412
216,13986.8,0.32238,0.29313,0.87693,0.97753,0.95615,0.95586,0.91515,0.28502,0.23124,0.79749,0.000322745,0.000322745,0.000322745
217,14045.8,0.31087,0.27532,0.88239,0.97753,0.95569,0.95483,0.90954,0.29765,0.24178,0.79866,0.000319079,0.000319079,0.000319079
218,14104.2,0.31028,0.28053,0.87129,0.97883,0.95569,0.95482,0.91149,0.28946,0.24281,0.80164,0.000315413,0.000315413,0.000315413
219,14179.9,0.31003,0.27523,0.87914,0.97853,0.95569,0.95315,0.91148,0.28957,0.24073,0.80234,0.000311747,0.000311747,0.000311747
220,14241.2,0.3023,0.27042,0.86924,0.97639,0.95569,0.95228,0.91396,0.28451,0.25104,0.8006,0.00030808,0.00030808,0.00030808
221,14305.6,0.31222,0.27498,0.87903,0.97504,0.95569,0.95201,0.91353,0.28938,0.25617,0.79995,0.000304414,0.000304414,0.000304414
222,14368.5,0.30404,0.27626,0.87023,0.97472,0.95569,0.95197,0.91274,0.28636,0.24929,0.79477,0.000300748,0.000300748,0.000300748
223,14437.2,0.33488,0.28729,0.88642,0.97336,0.95569,0.95415,0.90941,0.29204,0.24904,0.79332,0.000297081,0.000297081,0.000297081
224,14506.4,0.31262,0.27614,0.88332,0.97358,0.95569,0.95252,0.9142,0.28189,0.25114,0.79537,0.000293415,0.000293415,0.000293415
225,14569.5,0.31455,0.27917,0.87357,0.97717,0.95569,0.95105,0.90785,0.28772,0.25383,0.7967,0.000289749,0.000289749,0.000289749
226,14632.7,0.30325,0.27522,0.86599,0.9793,0.95569,0.95028,0.90849,0.28441,0.25042,0.79811,0.000286083,0.000286083,0.000286083
227,14697.9,0.3026,0.26088,0.86696,0.97877,0.95569,0.95001,0.91455,0.28318,0.25238,0.80205,0.000282416,0.000282416,0.000282416
228,14758.7,0.31367,0.27049,0.87944,0.97639,0.95569,0.95339,0.90989,0.28572,0.25456,0.80345,0.00027875,0.00027875,0.00027875
229,14820.1,0.30427,0.26565,0.87061,0.97679,0.95569,0.95542,0.91056,0.28453,0.25722,0.80161,0.000275084,0.000275084,0.000275084
230,14880.2,0.31055,0.27253,0.88566,0.97929,0.95569,0.9552,0.91665,0.27843,0.24404,0.79804,0.000271417,0.000271417,0.000271417
231,14944.8,0.31468,0.27439,0.88021,0.97962,0.95569,0.95623,0.92069,0.28844,0.23883,0.79724,0.000267751,0.000267751,0.000267751
232,15011.4,0.29873,0.26208,0.86763,0.97841,0.95569,0.95644,0.9205,0.28297,0.23546,0.79703,0.000264085,0.000264085,0.000264085
233,15078.2,0.30035,0.27142,0.87666,0.97464,0.95569,0.95462,0.91806,0.27823,0.24036,0.79522,0.000260418,0.000260418,0.000260418
234,15142.8,0.30084,0.2683,0.86647,0.97372,0.95569,0.95518,0.91516,0.28574,0.2566,0.79877,0.000256752,0.000256752,0.000256752
235,15210.3,0.30375,0.27504,0.87689,0.97568,0.95569,0.95555,0.91359,0.28441,0.25097,0.80192,0.000253086,0.000253086,0.000253086
236,15275.7,0.31387,0.27272,0.87692,0.97873,0.95569,0.9576,0.91697,0.28417,0.23603,0.79917,0.00024942,0.00024942,0.00024942
237,15337.4,0.30175,0.2687,0.87189,0.98055,0.95569,0.95683,0.91751,0.28717,0.24089,0.8009,0.000245753,0.000245753,0.000245753
238,15396.7,0.30398,0.26832,0.87008,0.98126,0.95569,0.95549,0.91376,0.2914,0.24524,0.79941,0.000242087,0.000242087,0.000242087
239,15463.7,0.29609,0.26094,0.86846,0.97957,0.95569,0.9518,0.90874,0.29591,0.24145,0.80014,0.000238421,0.000238421,0.000238421
240,15523.2,0.30297,0.26686,0.86926,0.97818,0.95569,0.95061,0.91033,0.28957,0.23267,0.80427,0.000234754,0.000234754,0.000234754
241,15584.1,0.30088,0.26225,0.87628,0.9754,0.95569,0.95069,0.9128,0.28728,0.23376,0.80448,0.000231088,0.000231088,0.000231088
242,15651.2,0.30526,0.27517,0.88412,0.97591,0.95569,0.95111,0.91408,0.28669,0.22413,0.80491,0.000227422,0.000227422,0.000227422
243,15716.2,0.28005,0.26061,0.86261,0.97737,0.95569,0.95207,0.91565,0.28667,0.23305,0.80469,0.000223755,0.000223755,0.000223755
244,15784.1,0.29031,0.26197,0.87195,0.97996,0.95569,0.95252,0.91319,0.29397,0.23572,0.79904,0.000220089,0.000220089,0.000220089
245,15845.8,0.29034,0.26757,0.86804,0.98122,0.95569,0.95263,0.91035,0.2949,0.22959,0.80004,0.000216423,0.000216423,0.000216423
246,15912.4,0.29617,0.26181,0.87281,0.98154,0.95569,0.95202,0.91293,0.29179,0.23302,0.80042,0.000212757,0.000212757,0.000212757
247,15977.1,0.29393,0.26111,0.88208,0.98072,0.95569,0.95597,0.91088,0.29114,0.24253,0.79964,0.00020909,0.00020909,0.00020909
248,16041.4,0.28775,0.26134,0.86294,0.97816,0.95569,0.95419,0.91448,0.27621,0.23136,0.79973,0.000205424,0.000205424,0.000205424
249,16102.3,0.2783,0.25386,0.86463,0.9765,0.95569,0.9529,0.9119,0.2746,0.23136,0.79702,0.000201758,0.000201758,0.000201758
250,16164.2,0.29373,0.25816,0.87458,0.97626,0.95569,0.95303,0.91269,0.27519,0.22991,0.79372,0.000198091,0.000198091,0.000198091
251,16224.1,0.30022,0.27269,0.87679,0.97779,0.95569,0.95235,0.91599,0.27288,0.22454,0.79385,0.000194425,0.000194425,0.000194425
252,16294.5,0.28686,0.25589,0.86424,0.98093,0.95569,0.95256,0.91417,0.27939,0.227,0.79293,0.000190759,0.000190759,0.000190759
253,16356.5,0.26931,0.2523,0.86479,0.9817,0.95569,0.95337,0.91529,0.27956,0.22633,0.79337,0.000187092,0.000187092,0.000187092
254,16420.9,0.29376,0.26342,0.87605,0.98177,0.95569,0.95255,0.91569,0.27456,0.22862,0.79491,0.000183426,0.000183426,0.000183426
255,16480.3,0.28993,0.24918,0.86335,0.98194,0.95569,0.95288,0.91859,0.28061,0.23001,0.79745,0.00017976,0.00017976,0.00017976
256,16541.2,0.28178,0.26007,0.86213,0.98202,0.95569,0.95247,0.91907,0.28651,0.23107,0.79918,0.000176094,0.000176094,0.000176094
257,16608.3,0.26551,0.24268,0.86736,0.98139,0.95569,0.95367,0.91601,0.28897,0.2323,0.79823,0.000172427,0.000172427,0.000172427
258,16672.8,0.27888,0.25561,0.8651,0.98094,0.95569,0.95376,0.91884,0.28896,0.23357,0.799,0.000168761,0.000168761,0.000168761
259,16741.3,0.27717,0.24195,0.86244,0.98059,0.95569,0.95437,0.91758,0.28173,0.23305,0.79945,0.000165095,0.000165095,0.000165095
260,16804.3,0.29333,0.25515,0.87224,0.98081,0.95569,0.95461,0.91511,0.28936,0.23273,0.80182,0.000161428,0.000161428,0.000161428
261,16864.6,0.27591,0.24738,0.86729,0.9812,0.95569,0.95062,0.91697,0.28676,0.22961,0.80277,0.000157762,0.000157762,0.000157762
262,16925.6,0.29603,0.25921,0.86726,0.9817,0.95569,0.95069,0.91877,0.28541,0.22996,0.80057,0.000154096,0.000154096,0.000154096
263,16987.6,0.28268,0.26287,0.87213,0.98176,0.95569,0.9504,0.91486,0.28881,0.22941,0.79855,0.000150429,0.000150429,0.000150429
264,17048.8,0.28824,0.2662,0.87353,0.98173,0.95569,0.95042,0.91522,0.2871,0.22741,0.79782,0.000146763,0.000146763,0.000146763
265,17115.1,0.2749,0.25297,0.86869,0.98167,0.95569,0.95443,0.91723,0.2906,0.23224,0.80265,0.000143097,0.000143097,0.000143097
266,17177.1,0.27838,0.24978,0.85987,0.98146,0.95569,0.95164,0.91469,0.28547,0.23356,0.80124,0.000139431,0.000139431,0.000139431
267,17237.9,0.27795,0.24747,0.86053,0.9817,0.95569,0.95404,0.91617,0.28509,0.23238,0.80047,0.000135764,0.000135764,0.000135764
268,17297.3,0.28485,0.25604,0.86502,0.98125,0.95569,0.95543,0.91714,0.28356,0.23816,0.80362,0.000132098,0.000132098,0.000132098
269,17359.4,0.27735,0.24958,0.87448,0.98003,0.95569,0.95688,0.91701,0.28267,0.23388,0.80464,0.000128432,0.000128432,0.000128432
270,17418.9,0.27285,0.24853,0.85503,0.97906,0.95569,0.9565,0.91987,0.28467,0.23327,0.80491,0.000124765,0.000124765,0.000124765
271,17485.5,0.28166,0.25071,0.86417,0.97936,0.95569,0.95567,0.91473,0.28479,0.22785,0.80361,0.000121099,0.000121099,0.000121099
272,17545.2,0.27539,0.24774,0.86801,0.98002,0.95569,0.95574,0.91488,0.28307,0.22451,0.80237,0.000117433,0.000117433,0.000117433
273,17611.2,0.27276,0.24172,0.86552,0.98066,0.95569,0.95514,0.9139,0.28427,0.22686,0.80172,0.000113766,0.000113766,0.000113766
274,17676.1,0.27161,0.24833,0.86275,0.98075,0.95569,0.95472,0.91265,0.2851,0.23091,0.80249,0.0001101,0.0001101,0.0001101
275,17750.8,0.26292,0.2424,0.85273,0.98098,0.95569,0.95367,0.91301,0.28755,0.23333,0.80403,0.000106434,0.000106434,0.000106434
276,17813.1,0.26551,0.23403,0.86954,0.98144,0.95569,0.95346,0.91277,0.29153,0.23731,0.80424,0.000102768,0.000102768,0.000102768
277,17878.4,0.27253,0.2426,0.86383,0.98146,0.95569,0.95331,0.91365,0.29143,0.23698,0.80415,9.91012e-05,9.91012e-05,9.91012e-05
278,17943.9,0.27125,0.24835,0.86786,0.98153,0.95569,0.95177,0.91246,0.28952,0.22851,0.80369,9.54349e-05,9.54349e-05,9.54349e-05
279,18009.7,0.27515,0.24568,0.86936,0.98126,0.95569,0.9546,0.91176,0.29005,0.21999,0.80406,9.17686e-05,9.17686e-05,9.17686e-05
280,18077.1,0.27586,0.25032,0.86466,0.98107,0.95569,0.94913,0.91258,0.29279,0.2192,0.80374,8.81023e-05,8.81023e-05,8.81023e-05
281,18141.1,0.275,0.25251,0.86952,0.98021,0.95569,0.95242,0.91171,0.28912,0.22366,0.80319,8.4436e-05,8.4436e-05,8.4436e-05
282,18208.7,0.26531,0.24151,0.86567,0.98005,0.95569,0.95371,0.9125,0.28592,0.22775,0.80415,8.07697e-05,8.07697e-05,8.07697e-05
283,18271,0.26282,0.23957,0.86436,0.98013,0.95569,0.95407,0.91491,0.28252,0.22843,0.80506,7.71034e-05,7.71034e-05,7.71034e-05
284,18342.3,0.25773,0.24628,0.85625,0.97989,0.95569,0.95469,0.91405,0.28335,0.22913,0.80417,7.34371e-05,7.34371e-05,7.34371e-05
285,18404.2,0.26944,0.25354,0.86799,0.97951,0.95569,0.95313,0.91283,0.28401,0.23029,0.80297,6.97708e-05,6.97708e-05,6.97708e-05
286,18466.6,0.26847,0.23921,0.86298,0.97895,0.95569,0.953,0.91301,0.28449,0.22916,0.80311,6.61045e-05,6.61045e-05,6.61045e-05
287,18530.1,0.25945,0.2368,0.85643,0.97839,0.95569,0.95542,0.91398,0.28243,0.22672,0.80328,6.24382e-05,6.24382e-05,6.24382e-05
288,18601.5,0.25073,0.23613,0.85694,0.97829,0.95569,0.9519,0.91092,0.28234,0.22513,0.80342,5.87719e-05,5.87719e-05,5.87719e-05
289,18660.9,0.26606,0.23288,0.86953,0.97808,0.95569,0.95012,0.91142,0.27988,0.22152,0.80102,5.51056e-05,5.51056e-05,5.51056e-05
290,18724.9,0.27632,0.24886,0.87063,0.97815,0.95569,0.95399,0.91454,0.27845,0.22591,0.80055,5.14393e-05,5.14393e-05,5.14393e-05
291,18852,0.18633,0.18164,0.80557,0.97754,0.95569,0.9529,0.91643,0.27629,0.22313,0.79862,4.7773e-05,4.7773e-05,4.7773e-05
292,18918.8,0.1868,0.18067,0.80631,0.97747,0.95569,0.95016,0.91286,0.28059,0.22886,0.79821,4.41067e-05,4.41067e-05,4.41067e-05
293,18978.9,0.18726,0.17666,0.80049,0.9769,0.95569,0.94998,0.91251,0.28305,0.23098,0.79884,4.04404e-05,4.04404e-05,4.04404e-05
294,19042.5,0.18432,0.18022,0.79787,0.97701,0.95569,0.95065,0.91232,0.28288,0.22767,0.79952,3.67741e-05,3.67741e-05,3.67741e-05
295,19106.1,0.17946,0.17431,0.80479,0.97681,0.95569,0.94945,0.909,0.28181,0.22623,0.80039,3.31078e-05,3.31078e-05,3.31078e-05
296,19171.6,0.17437,0.17435,0.80497,0.97737,0.95569,0.94869,0.90923,0.28204,0.22615,0.80028,2.94415e-05,2.94415e-05,2.94415e-05
297,19246.4,0.17881,0.17617,0.79553,0.97809,0.95569,0.9545,0.91079,0.28171,0.22572,0.80043,2.57752e-05,2.57752e-05,2.57752e-05
298,19319,0.17154,0.1668,0.79521,0.9781,0.95569,0.95467,0.9113,0.28133,0.2263,0.8011,2.21089e-05,2.21089e-05,2.21089e-05
299,19382.3,0.17555,0.17383,0.78395,0.97822,0.95569,0.95439,0.91247,0.28108,0.22692,0.80139,1.84426e-05,1.84426e-05,1.84426e-05
300,19446.4,0.17041,0.16668,0.79778,0.97816,0.95569,0.95474,0.91253,0.28064,0.22756,0.80088,1.47763e-05,1.47763e-05,1.47763e-05
